ORIGGPCD,ORIGGPFR,ORIGFDCD,ORIGFDNM,"Energie, R�glement UE N� 1169/2011 (kJ/100g)","Energie, R�glement UE N� 1169/2011 (kcal/100g)","Energie, N x facteur Jones, avec fibres  (kJ/100g)","Energie, N x facteur Jones, avec fibres  (kcal/100g)",Eau (g/100g),Prot�ines (g/100g),"Prot�ines brutes, N x 6.25 (g/100g)",Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Amidon (g/100g),Fibres alimentaires (g/100g),Polyols totaux (g/100g),Cendres (g/100g),Alcool (g/100g),Acides organiques (g/100g),AG satur�s (g/100g),AG monoinsatur�s (g/100g),AG polyinsatur�s (g/100g),"AG 4:0, butyrique (g/100g)","AG 6:0, capro�que (g/100g)","AG 8:0, caprylique (g/100g)","AG 10:0, caprique (g/100g)","AG 12:0, laurique (g/100g)","AG 14:0, myristique (g/100g)","AG 16:0, palmitique (g/100g)","AG 18:0, st�arique (g/100g)","AG 18:1 9c (n-9), ol�ique (g/100g)","AG 18:2 9c,12c (n-6), linol�ique (g/100g)","AG 18:3 c9,c12,c15 (n-3), alpha-linol�nique (g/100g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholest�rol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Chlorure (mg/100g),Cuivre (mg/100g),Fer (mg/100g),Iode (�g/100g),Magn�sium (mg/100g),Mangan�se (mg/100g),Phosphore (mg/100g),Potassium (mg/100g),S�l�nium (�g/100g),Sodium (mg/100g),Zinc (mg/100g),R�tinol (�g/100g),Beta-Carot�ne (�g/100g),Vitamine D (�g/100g),Vitamine E (mg/100g),Vitamine K1 (�g/100g),Vitamine K2 (�g/100g),Vitamine C (mg/100g),Vitamine B1 ou Thiamine (mg/100g),Vitamine B2 ou Riboflavine (mg/100g),Vitamine B3 ou PP ou Niacine (mg/100g),Vitamine B5 ou Acide pantoth�nique (mg/100g),Vitamine B6 (mg/100g),Vitamine B9 ou Folates totaux (�g/100g),Vitamine B12 (�g/100g)
28.1,Aromates s�ch�s,11024,"Persil, s�ch�",1210,291,1210,291,3.95,29,29,16.8,5.34,7.27,-,29.7,0,15.2,0,traces,1.38,0.76,3.12,0,0,0,0,0,0,1.22,0.058,0.76,1.25,1.86,-,0,0,0,1.05,658,-,0.62,38,-,386,5.57,492,4490,-,422,5.78,0,1150,0,8.96,1360,-,137,0.62,2.32,10.2,1.79,1.14,187,0
28.1,Aromates s�ch�s,11029,"Menthe, s�ch�e",1180,283,1180,283,11.3,19.9,19.9,22.2,6.03,-,-,29.8,0,10.7,0,traces,1.58,0.21,3.26,-,-,-,-,-,0.037,1.13,0.16,-,-,-,-,-,-,0,0.86,1490,-,1.54,87.5,-,602,11.5,276,1920,-,344,2.41,0,-,0,-,-,-,0,0.29,1.42,6.56,1.4,2.58,530,0
28.1,Aromates s�ch�s,11032,"Basilic, s�ch�",1010,244,1010,244,10.4,23,23,10.1,4.07,1.71,-,37.7,0,14.9,0,traces,2.16,1.24,0.5,0,0,0,0,0,0.046,1.04,1.08,1.07,-,0.3,-,0,0,0,0.19,2240,-,2.1,89.8,-,711,9.8,274,2630,-,76,7.1,0,378,0,10.7,1710,-,0.8,0.08,1.2,4.9,0.84,1.34,310,0
28.1,Aromates s�ch�s,11034,"Marjolaine, s�ch�e",1140,276,1140,276,7.64,12.7,12.7,20.3,7.04,4.09,-,40.3,0,12.1,0,traces,0.53,0.94,4.41,0,0,0,0,0,0,0.29,0.24,-,-,-,-,0,0,0,0.19,1990,-,1.13,82.7,-,346,5.43,306,1520,-,77,3.6,0,4810,0,1.69,622,-,51.4,0.29,0.32,4.12,-,1.19,274,0
28.1,Aromates s�ch�s,11035,"Origan, s�ch�",1100,265,1100,265,9.93,9,9,26.4,4.28,4.09,-,42.5,0,7.87,0,traces,1.55,0.72,1.37,0,0,0,0.004,0.25,0.004,0.79,0.51,0.71,-,0.62,-,0,0,0,0.063,1600,-,0.63,36.8,-,270,4.99,148,1260,-,25,2.69,0,1010,0,18.3,622,-,2.3,0.18,0.53,4.64,0.92,1.04,237,0
28.1,Aromates s�ch�s,11036,"Romarin, s�ch�",1350,328,1350,328,9.31,4.88,4.88,21.5,15.2,-,-,42.6,0,6.53,0,traces,7.37,3.01,2.34,0,0,0,0.05,0.037,0.32,4.99,0.6,-,-,-,-,0,0,0,0.13,1280,-,0.55,29.3,-,220,1.87,70,955,-,50,3.23,0,-,0,-,-,-,61.2,0.51,0.43,1,-,1.74,307,0
28.1,Aromates s�ch�s,11037,"Sauge, s�ch�e",1320,320,1320,320,7.96,10.6,10.6,20.4,12.8,1.71,-,40.3,0,7.95,0,traces,7.03,1.87,1.76,0,0,0.71,0.76,0.3,0.72,3.15,1.25,-,-,-,-,0,0,0,0.028,1650,-,0.76,28.1,-,428,3.13,91,1070,-,11,4.7,0,3490,0,7.48,1710,-,32.4,0.75,0.34,5.72,-,2.69,274,0
28.1,Aromates s�ch�s,11038,"Thym, s�ch�",1180,285,1180,285,7.79,9.11,9.11,26.9,7.43,1.71,-,37,0,11.7,0,traces,2.73,0.47,1.19,0,0,0.24,0.12,0.23,0.15,1.71,0.28,-,-,-,-,0,0,0,0.14,1890,-,0.86,124,-,220,7.87,201,814,-,55,6.18,0,2260,0,7.48,1710,-,50,0.51,0.4,4.94,traces,0.55,274,0
28.1,Aromates s�ch�s,11060,"Herbes de Provence, s�ch�es",1170,283,1170,283,7.1,11.5,11.5,23,7.2,18.5,2,40.1,0,11,0,traces,1.88,0.53,2.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.088,1860,-,1.06,69.8,traces,304,5.2,297,1970,4.4,35,5.47,0,-,0,1.69,-,-,54,0.33,0.34,6.03,0,1.58,274,0
28.1,Aromates s�ch�s,11062,"Sarriette, s�ch�e",1090,264,1090,264,9,6.73,6.73,23,5.91,-,-,45.7,0,9.63,0,traces,3.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.06,2130,-,0.85,37.9,-,377,6.1,140,1050,-,24,4.3,0,-,0,-,-,-,50,0.37,-,4.08,-,1.81,-,0
28.1,Aromates s�ch�s,51500,"Meloukhia, feuilles de cor�te s�ch�es, en poudre",994,239,994,239,8.4,23,23,12.7,1.8,-,0.6,40,0,14.1,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17,2000,963,1.6,87,321,609,12.5,307,3580,< 5,67.9,3,-,2360,-,2.8,-,-,-,0.09,0.36,2.6,2.4,0.55,28.3,-
28.2,Aromates frais,11000,"Ail, cru",-,-,-,-,64.3,5.81,5.81,21.2,0.34,1.43,13.4,4.7,0,1.41,0,-,0.075,0.011,0.25,0,0,0,0.002,0,< 0.00027,0.062,0.0039,0.011,0.14,0.013,0,0,0,0,0.098,80.5,61,0.3,1.6,1.9,25,1.67,157,401,2,39,1.16,0,5,0,0.045,1.7,-,18.1,0.2,0.11,0.7,0.6,1.99,51.3,0
28.2,Aromates frais,11002,"Cerfeuil, frais",159,37.9,159,37.9,89.2,3.21,3.21,3.63,0.6,0.6,-,2.55,0,2.1,0,traces,0.22,0.0097,0.25,-,-,-,-,-,-,0.075,0.003,-,0.08,0.17,0,-,-,0,0.038,273,-,0.073,1.6,2.8,34,1.7,40.6,597,0.1,10,1.1,0,traces,traces,2.9,-,-,37,0.13,0.34,1.5,0.3,0.026,220,0
28.2,Aromates frais,11003,"Ciboule ou Ciboulette, fra�che",125,29.9,125,29.9,90.9,2.62,2.62,2.1,0.52,1.75,0,3.19,0,0.85,0,traces,0.15,0.042,0.2,0,0,0,0,0,0.0093,0.059,0.0055,0.017,0.083,0.12,0,0,0,0,0.026,92.8,-,0.1,1.31,2.2,23.8,0.85,46.3,275,0.35,11.5,0.45,0,1610,0,0.99,260,-,39.7,0.065,0.12,0.57,0.19,0.12,78.3,0
28.2,Aromates frais,11014,"Persil, frais",179,42.7,179,42.7,85.5,3.63,3.63,3.48,0.63,0.95,0.36,4.3,0,2.35,0,traces,0.1,0.11,0.29,0,0,0,0,0.0048,0.0023,0.071,0.0043,0.0045,0.1,0.16,-,0,0,0,0.59,218,364,0.12,4.67,< 5,39.5,1.7,65,598,0.1,236,0.77,< 2,5050,0,1.73,1220,-,177,0.1,0.2,1.51,0.35,0.15,134,0
28.2,Aromates frais,11016,"Raifort, cru",-,-,-,-,73.8,7.5,7.5,13,0.7,-,-,7.5,0,1.8,0,-,0.11,0.067,0.38,-,-,-,-,-,-,0.1,0.009,0.062,0.12,0.27,-,-,-,0,0.015,93.7,-,0.23,1.3,0.9,25,0.46,80.5,587,0.2,6,1.4,0,11,0,0,-,-,152,0.14,0.11,0.6,-,0.18,-,0
28.2,Aromates frais,11027,"Menthe, fra�che",240,57.7,240,57.7,82.8,3.54,3.54,5.3,0.84,5.3,0,7.4,0,1.9,0,traces,0.22,0.029,0.45,-,-,-,-,-,0.005,0.16,0.023,-,-,-,-,-,-,0,0.076,221,-,0.28,8.48,-,71.5,1.15,66.5,514,0.5,30.5,1.1,0,740,0,5,-,-,22.6,0.08,0.22,1.33,0.29,0.14,110,0
28.2,Aromates frais,11033,"Basilic, frais",143,34.2,143,34.2,90.8,3.22,3.22,2.55,0.47,0.37,0,3.47,0,1.49,0,traces,0.13,0.046,0.2,0,0,0,0,0,0,0.036,0.005,-,-,-,-,0,0,0,0.028,273,-,0.39,5.24,-,64,1.15,56,295,-,12,0.81,0,3140,0,0.8,415,-,14.5,0.034,0.076,0.9,0.21,0.16,68,0
28.2,Aromates frais,11068,"Romarin, frais",498,121,498,121,67.8,3.31,3.31,6.6,5.86,-,-,14.1,0,2.35,0,traces,2.84,1.16,0.9,-,-,-,0.019,0.014,0.12,1.92,0.23,-,-,-,-,-,-,0,0.065,317,-,0.3,6.65,-,91,0.96,66,668,-,26,0.93,0,-,0,-,-,-,21.8,0.036,0.15,0.91,0.8,0.34,109,0
28.2,Aromates frais,11069,"Sauge, fra�che",619,149,619,149,66.4,3.9,3.9,15.6,4.6,15.6,0,14.7,0,1.05,0,traces,2.54,0.68,0.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.01,600,-,-,10.3,-,-,-,33,390,-,4,1.7,0,1290,0,1.69,-,-,0,0.11,0.34,5.7,-,1.21,0,-
28.2,Aromates frais,11070,"Thym, frais",525,126,525,126,65.1,5.56,5.56,15.1,1.68,15.1,0,14,0,3.2,0,traces,0.47,0.081,0.53,-,-,0.041,0.021,0.039,0.026,0.29,0.047,-,-,-,-,-,-,0,0.023,405,-,0.56,17.5,-,160,1.72,106,609,-,9,1.81,0,2850,0,1.7,-,-,160,0.048,0.47,1.82,0.41,0.35,45,0
28.2,Aromates frais,11092,"Estragon, frais",184,44,184,44,-,3.8,3.8,4.1,traces,1.2,-,6.2,0,0.025,0,traces,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.2,Aromates frais,11093,"Aneth, frais",202,48.2,202,48.2,86,3.93,3.93,3.9,1.1,1.2,-,3.5,0,2.5,0,traces,0.27,0.54,0.064,-,-,-,-,0.001,0.001,0.046,0.008,0.54,0.056,0.0087,-,-,-,0,0.15,202,-,0.22,5.5,3.9,28,2.7,51.9,647,2.7,27,1.8,0,-,0,1.7,-,-,70,0.19,0.43,2.4,0.3,0.3,116,0
28.2,Aromates frais,11094,"Coriandre, fraiche",92.6,22.3,92.6,22.3,92.2,2.13,2.13,0.87,0.52,0.87,-,2.8,0,1.47,0,traces,0.014,0.28,0.04,0,0,0,0,0,0,0.012,0.001,-,-,-,-,0,0,0,0.12,67,-,0.23,1.77,-,26,0.43,48,521,-,46,0.5,0,3930,0,2.5,310,-,27,0.067,0.16,1.11,0.57,0.15,62,0
28.3,Aides culinaires,11169,"Fond de veau pour sauces et cuisson, d�shydrat�",1450,343,1450,343,4.2,8.5,8.5,59.5,7.4,22.3,26.9,2.1,0,18.3,0,traces,3.22,2.82,0.99,< 0.0035,< 0.0035,< 0.0035,< 0.0035,0.021,0.099,2.62,0.42,2.45,0.87,0.11,0.0071,< 0.0035,< 0.0035,18.2,16.7,39,9770,0.06,0.68,< 20,30,0.16,170,450,< 50,6660,1.1,< 21,-,-,-,1.4,-,-,2.19,0.29,4.23,0.87,0.13,223,0.55
28.3,Aides culinaires,11171,"Fond de volaille pour sauces et cuisson, d�shydrat�",1490,353,1490,353,-,7.93,7.93,64.2,6.93,13.6,-,1.3,0,13.1,0,traces,2,2.5,1.1,-,-,-,1.49,-,-,-,-,-,-,0.1,-,-,-,-,12.5,-,-,-,-,-,-,-,-,-,-,4990,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.3,Aides culinaires,11172,"Court-bouillon pour poissons, d�shydrat�",1080,260,1080,260,-,5,5,7,23,4.5,-,2.5,0,47.5,0,traces,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.5,-,-,-,-,-,-,-,-,-,-,19000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.3,Aides culinaires,11175,"Gel�e au mad�re, d�shydrat�e",1050,248,1050,248,4.7,44.5,44.5,17,0.2,1.25,0,0.1,0,31.3,0,traces,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,66,-,-,4.8,-,2,-,440,45,-,11500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.3,Aides culinaires,11176,Gel�e au mad�re,580,136,580,136,-,24.4,24.4,9.75,0.01,0.1,-,0.004,0,1.48,0,traces,0.004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.48,-,-,-,-,-,-,-,-,-,-,590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.3,Aides culinaires,11304,"Fond de veau, pr�emball�",171,40.9,171,40.9,-,3.15,3.15,2.4,2.05,0.7,-,0.1,0,1.1,0,traces,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,-,-,-,-,-,-,-,-,-,-,340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.3,Aides culinaires,25525,"Pizza, sauce garniture pour",161,38.6,161,38.6,87.4,2.12,2.12,3.23,0.73,3.23,-,4.17,0,1.57,0,0.8,0.1,0.15,0.32,< 0.00025,< 0.00025,< 0.00025,0.00023,0.00036,0.0017,-,0.031,0.1,0.23,< 0.074,< 0.00025,< 0.00025,< 0.00025,0,0.59,50,-,-,0.9,-,18,-,29,908,-,234,-,0,-,0,2.9,-,-,7,0.07,0.05,1.13,0.4,0.15,22,0
28.6,Sauces sal�es,11008,Ketchup,431,102,431,102,70.4,1.27,1.27,22.1,0.19,20.8,1,1.15,0.12,3.43,0,1.42,0.069,0.018,0.063,0,0,0,-,0,0,0.058,0.011,0.018,0.057,0.0057,0,0,0,0,2.59,21.4,1810,0.079,0.77,2,21.2,0.1,33,485,< 10,1030,0.12,0,560,0,1.48,2.8,-,9.52,0.026,0.091,1.01,0.15,0.14,7.5,0
28.6,Sauces sal�es,11051,"Sauce tartare, pr�emball�e",2140,520,2140,520,37.1,0.98,0.98,4.6,55,3.13,0.8,0.57,-,2.25,0,0.5,4.93,32.7,15.9,< 0.01,< 0.01,0.03,< 0.01,< 0.01,0.04,2.51,1.01,29.8,11.3,4.53,< 0.01,< 0.01,< 0.01,35.1,1.95,15,1390,0.02,0.32,< 20,3.9,0.04,25,54,< 20,800,0.16,-,23.3,-,13.3,154,-,< 0.5,0.019,0.015,< 0.1,0.22,0.022,5.23,0.31
28.6,Sauces sal�es,11054,Mayonnaise (70% MG min.),2870,696,2870,696,18.1,1.36,1.36,2.69,75.2,1.06,1.64,0.32,0,1.47,0,0.8,7.27,33.8,30.9,< 0.076,< 0.076,< 0.076,< 0.076,< 0.076,< 0.076,5.26,2.01,18.5,13.3,4.8,< 0.076,< 0.092,< 0.092,70,1.39,13.2,911,0.019,0.43,30,4.42,0.037,23,30.4,4.32,552,0.18,8.5,< 80,< 0.5,20.3,75,-,< 0.5,< 0.04,< 0.04,0.14,0.23,0.031,< 16,0.39
28.6,Sauces sal�es,11079,Mayonnaise � teneur r�duite en mati�re grasse ou Mayonnaise all�g�e,1280,309,1280,309,59.1,0.93,0.93,8.98,29.9,4.91,2.8,0.23,0,2.55,0,traces,3.52,16.3,8.75,0,0,0,0,< 0.05,0.059,2.11,0.69,16.3,4.8,2.92,0,< 0.25,< 0.25,38,2.37,47.4,1520,< 0.1,0.4,5.4,17.7,< 0.1,26.3,70,< 5,936,0.12,62,2.03,< 0.5,8,0,-,3.75,< 0.04,0.032,0.08,0.21,< 0.04,21.2,0.14
28.6,Sauces sal�es,11100,"Sauce barbecue, pr�emball�e",600,141,600,141,57.8,0.73,0.73,32,0.55,26.5,3.3,0.5,0,3.1,0,1.5,0.11,0.084,0.19,0,0,0,0,0,0,0,0,0.079,0.18,0.009,0,0,0,0,2.47,35,1430,0.079,0.3,13,9,0.23,15,142,1.3,980,0.13,0,-,0,1.6,-,-,0.33,0.02,0.05,0.49,0.037,0.09,2,0
28.6,Sauces sal�es,11101,"Sauce b�chamel, pr�emball�e",375,90.1,375,90.1,81.3,2.31,2.31,7.27,5.66,2.82,3.7,0.4,-,1.41,0,traces,2.58,1.56,0.18,< 0.22,< 0.14,< 0.082,0.13,0.15,0.48,1.33,0.49,1.35,0.14,0.027,0.008,0.0011,0.0011,30,0.9,82.5,567,0.018,0.1,25,7.85,0.016,33,126,< 4.34,359,0.28,64,20,< 0.5,0.17,-,-,< 0.5,< 0.04,0.12,0.27,0.27,0.045,< 16,0.17
28.6,Sauces sal�es,11102,"Sauce b�arnaise, pr�emball�e",1800,436,1800,436,43.5,1.19,1.19,7.86,44,2.53,1.5,0.48,-,1.94,0,1,8.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.6,1.81,25.4,1170,< 0.1,0.4,30,4,< 0.1,14,64.7,< 5,715,0.2,38,0,< 0.5,9.77,-,-,< 0.5,< 0.04,0.053,< 0.16,0.22,0.065,< 16,0.24
28.6,Sauces sal�es,11104,"Sauce soja, pr�emball�e",221,52.2,221,52.2,68.8,7.08,7.08,5.3,0.1,1.32,0.5,0.86,0,17.9,0,0.0016,0.0085,0.012,0.032,0,0,0,0,0,0,0.006,0.002,0.007,0.018,0.002,0,0,0,0,18.6,27.3,-,0.044,1.72,1,83.7,0.46,128,547,< 10,7440,0.4,0,0,0,0,0,-,0,0.046,0.16,3.08,0.34,0.17,16,0
28.6,Sauces sal�es,11105,"Sauce hollandaise, pr�emball�e",767,186,767,186,71.3,1.14,1.14,4.58,18,1.17,2.4,0.5,-,1.5,0,traces,11.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117,1.1,35.8,753,< 0.1,0.5,50,4.6,< 0.1,30,64.5,< 5,440,0.3,138,-,< 0.5,1.7,-,-,9.1,< 0.04,0.083,0.18,0.36,0.051,19,0.29
28.6,Sauces sal�es,11107,"Sauce tomate aux oignons, pr�emball�e",328,78.8,328,78.8,84.7,1.52,1.52,7.69,4.18,5.44,-,2.17,-,1.88,0,traces,0.49,1.88,1.62,< 0.005,< 0.005,0.0065,0.064,0.0017,0.0017,0.12,0.092,0.75,0.63,0.038,-,0,< 0.005,0,1.17,24.4,551,0.098,0.58,13,24.7,0.1,26,553,< 10,467,0.17,0,259,0,1.44,2.8,-,5.45,0.027,0.093,0.86,0.31,0.079,9,0
28.6,Sauces sal�es,11109,"Sauce vinaigrette all�g�e en MG (25 � 50% d'huile), pr�emball�e",-,-,-,-,68.2,0.48,0.48,3.64,27.5,2.14,0.9,0.69,traces,2.19,0,-,2.67,13.9,9.36,< 0.013,< 0.013,< 0.013,< 0.013,< 0.013,< 0.013,1.21,0.5,12.5,7.55,1.82,< 0.013,< 0.013,< 0.013,< 0.7,1.99,21,1240,< 0.01,0.18,< 20,6.3,0.05,15,32,< 50,793,0.08,< 21,185,1.8,7.46,0,-,< 0.5,0.026,0.01,0.21,0.13,< 0.01,9.98,0.15
28.6,Sauces sal�es,11110,"Sauce vinaigrette (50 � 75% d'huile), pr�emball�e",-,-,-,-,40.4,0.54,0.54,4.56,52.4,2.9,< 0.35,0.34,traces,2.85,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,< 0.7,2.57,20,1550,0.02,0.64,< 20,12,0.14,33,110,< 50,1010,0.18,< 21,30,0,12.9,98.8,-,< 0.5,0.12,0.01,0.4,0.046,0.049,6.58,0.037
28.6,Sauces sal�es,11111,"Sauce armoricaine, pr�emball�e",347,83.6,347,83.6,86.2,2.1,2.1,3.95,6.6,0.73,3.22,traces,traces,1.5,0,traces,6.3,0.0067,0.0029,-,-,-,0,0.0041,0.013,0.29,0.077,0.0067,0.0018,0.00089,0.000022,0.000019,0.00012,-,1.3,-,-,-,-,-,-,-,-,58.9,-,530,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.6,Sauces sal�es,11112,Harissa (sauce condimentaire),-,-,-,-,77.9,2.72,2.72,7.3,2.9,-,0.5,5.1,traces,4.3,0,-,0.47,0.73,1.01,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,0.02,0.38,0.069,0.5,0.97,0.04,-,-,< 0.01,-,2.81,78.1,1920,< 1,3.1,43.5,47.2,< 1,63,710,< 5,1120,< 1,-,4000,-,6.1,-,-,31.9,< 0.05,0.21,< 0.05,0.52,0.26,28,-
28.6,Sauces sal�es,11114,"Sauce tomate � la viande ou Sauce bolognaise, pr�emball�e",392,93.8,392,93.8,82.5,4.22,4.22,7.27,4.81,4.74,1.7,2.29,-,2.02,0,traces,1.78,1.49,0.86,< 0.05,< 0.05,< 0.05,0.004,0.004,0.068,0.71,0.38,1.49,0.82,0.018,0.0036,0.00085,< 0.005,13.7,1.18,22.9,844,0.097,0.68,8,29.9,0.11,40,404,< 10,469,0.82,2,415,< 0.5,1.88,-,-,7.55,0.25,0.057,1.65,< 0.16,0.19,39,0.31
28.6,Sauces sal�es,11115,"Sauce au poivre vert, pr�emball�e",369,88.9,369,88.9,-,1.3,1.3,5.3,6.65,1.3,-,1.3,traces,1.15,0,traces,2.82,2.3,1.24,-,-,-,0.041,0.047,0.098,0.82,0.73,2.28,0.92,0.31,0.0021,0.00024,0.00045,-,1.15,-,-,-,-,-,-,-,-,-,-,317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.6,Sauces sal�es,11120,"Sauce bourguignonne, pr�emball�e",1780,432,1780,432,46.4,1.23,1.23,7.85,43.8,5.11,1.3,0.77,-,3.18,0,traces,3.53,25.3,11.6,< 0.01,< 0.01,< 0.01,< 0.01,< 0.01,0.02,1.91,0.71,22.9,7.67,3.73,< 0.01,< 0.01,< 0.01,32,2.7,15,1600,0.05,0.7,< 20,8.8,0.07,35,210,< 20,1080,0.27,< 21,1710,-,10.1,68.8,-,< 0.5,0.025,0.03,2.77,0.26,0.035,17.4,0.2
28.6,Sauces sal�es,11121,"Sauce mad�re, pr�emball�e",157,37.6,157,37.6,-,0.6,0.6,3.6,2.2,1.9,-,0.5,-,1.26,0,traces,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,-,-,-,-,-,-,-,-,160,-,440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.6,Sauces sal�es,11122,"Sauce � l'�chalote � la cr�me, pr�emball�e",443,106,443,106,-,1.7,1.7,11.9,5.53,2.27,-,0.9,-,1.61,0,traces,3.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.61,-,-,-,-,-,-,-,-,-,-,647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.6,Sauces sal�es,11128,"Sauce carbonara, pr�emball�e",664,160,664,160,-,5.17,5.17,4.7,12.8,1,-,2.65,-,1.49,0,traces,8.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.49,-,-,-,-,-,-,-,-,-,-,590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.6,Sauces sal�es,11129,"Sauce chasseur, pr�emball�e",163,38.8,163,38.8,91,1.21,1.21,4.66,1.61,-,-,0.43,-,1.39,traces,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.03,4.6,-,-,0.17,-,3.91,-,-,78.2,-,410,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.6,Sauces sal�es,11132,"Sauce au curry, pr�emball�e",324,77.4,324,77.4,81.1,1.02,1.02,10.6,3.16,5.83,1.9,1.28,0,1.53,0,traces,2.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.5,1.12,22.4,737,0.2,0.5,10,11.9,0.2,11.1,139,< 5,447,0.2,10,-,3.35,2.8,-,-,1.05,0.08,-,0.3,< 0.16,0.14,22.9,0.14
28.6,Sauces sal�es,11140,"Sauce au beurre blanc, pr�emball�e",718,174,718,174,-,0.93,0.93,4.58,16.8,1.1,-,0.37,traces,1.2,0,traces,10.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,-,-,-,-,-,-,-,-,-,-,480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.6,Sauces sal�es,11143,"Sauce b�chamel, maison",613,147,613,147,74.9,3.84,3.84,8.97,10.6,4.38,-,0.2,-,1.47,0,traces,2.85,4.42,2.86,0.06,0.036,0.02,0.047,0.052,0.21,1.56,0.87,-,-,-,-,0,0,7,0.89,118,-,0.016,0.33,-,14,0.043,98,156,-,354,0.41,103,21,1.2,0.29,0.9,-,0.8,0.069,0.19,0.4,0.33,0.04,5,0.28
28.6,Sauces sal�es,11157,"Sauce moutarde, pr�emball�e",960,233,960,233,65.4,1.66,1.66,4.7,22.8,0.8,3.9,1.2,-,2.6,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.8,2.35,34.3,1380,< 0.1,0.5,4,12.5,0.1,36,68.7,1.6,940,0.3,44,29,< 0.5,7.4,-,-,< 0.5,0.056,0.05,0.26,< 0.16,0.052,20,< 0.08
28.6,Sauces sal�es,11158,"Sauce au beurre, pr�emball�e",795,192,795,192,75.4,2.2,2.2,5.2,17.9,1,1.1,1,traces,1.43,0,traces,12.1,3.92,-,0.6,0.34,0.23,0.53,0.69,2.17,5.74,1.61,3.92,0.29,0.084,-,-,-,51.4,1.36,26.3,798,< 0.1,0.25,2,4.3,< 0.1,24,55.8,-,543,0.1,117,-,3.2,0.47,-,-,< 0.5,0.073,0.04,< 0.16,< 0.16,0.044,22,< 0.08
28.6,Sauces sal�es,11159,Sauce � la cr�me,326,78.2,326,78.2,86.2,1.08,1.08,5.9,5.55,0.73,4.9,0.17,-,1.29,0,traces,3,1.49,0.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.9,1.38,20.5,-,0.018,0.29,11.7,5.2,0.039,22.5,37.2,0.26,551,0.12,27.6,12,0.012,0.56,-,-,0.042,0.011,0.07,0.25,0.052,0.016,4.6,0.036
28.6,Sauces sal�es,11160,"Sauce aux champignons, pr�emball�e",411,98.8,411,98.8,84,3.2,3.2,6.3,6.26,2.2,4.1,2.25,-,1.19,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.1,0.9,17.3,543,< 0.1,0.7,9,6.8,< 0.1,38.4,90,-,360,0.26,30,-,0.94,0.59,-,-,< 0.5,0.27,0.06,1.3,0.2,0.033,28,< 0.08
